classe_consommation_energie,clean_dep,year_etablissement,nombre_batiments
D,95,2021.0,3010
D,95,2116.0,2
E,95,2010.0,1
E,95,2012.0,1
E,95,2013.0,2293
E,95,2014.0,3842
E,95,2015.0,4320
E,95,2016.0,3950
E,95,2017.0,5050
E,95,2018.0,5153
E,95,2019.0,4660
E,95,2020.0,3874
E,95,2021.0,2240
F,95,2013.0,940
F,95,2014.0,1578
F,95,2015.0,1561
F,95,2016.0,1424
F,95,2017.0,1860
F,95,2018.0,1895
F,95,2019.0,1488
F,95,2020.0,1303
F,95,2021.0,746
G,95,2013.0,335
G,95,2014.0,571
G,95,2015.0,550
G,95,2016.0,468
G,95,2017.0,491
G,95,2018.0,802
G,95,2019.0,479
G,95,2020.0,368
G,95,2021.0,248
N,95,2009.0,1
N,95,2013.0,511
N,95,2014.0,1348
N,95,2015.0,1765
N,95,2016.0,1886
N,95,2017.0,1813
N,95,2018.0,2680
N,95,2019.0,3003
N,95,2020.0,3453
N,95,2021.0,2115
