classe_consommation_energie,clean_dep,year_etablissement,nombre_batiments
A,01,2013.0,326
A,01,2014.0,748
A,01,2015.0,911
A,01,2016.0,1068
A,01,2017.0,1054
A,01,2018.0,1269
A,01,2019.0,1088
A,01,2020.0,1030
A,01,2021.0,643
B,01,2013.0,605
B,01,2014.0,1901
B,01,2015.0,2148
B,01,2016.0,2280
B,01,2017.0,2243
B,01,2018.0,1992
B,01,2019.0,2387
B,01,2020.0,2449
B,01,2021.0,1465
C,01,2011.0,1
C,01,2013.0,629
C,01,2014.0,1314
C,01,2015.0,1765
C,01,2016.0,1746
C,01,2017.0,2105
C,01,2018.0,3369
C,01,2019.0,2496
C,01,2020.0,2432
C,01,2021.0,1576
D,01,2010.0,1
D,01,2013.0,1294
D,01,2014.0,2196
D,01,2015.0,2834
D,01,2016.0,2695
D,01,2017.0,3059
D,01,2018.0,4032
D,01,2019.0,3356
D,01,2020.0,3510
D,01,2021.0,2513
E,01,2011.0,1
E,01,2013.0,1280
E,01,2014.0,2329
E,01,2015.0,2683
E,01,2016.0,2395
E,01,2017.0,2245
E,01,2018.0,2867
E,01,2019.0,2848
E,01,2020.0,2807
E,01,2021.0,1927
F,01,2013.0,571
F,01,2014.0,1018
F,01,2015.0,871
F,01,2016.0,832
F,01,2017.0,859
F,01,2018.0,1092
F,01,2019.0,1103
F,01,2020.0,909
F,01,2021.0,780
G,01,2013.0,239
G,01,2014.0,322
G,01,2015.0,329
G,01,2016.0,293
G,01,2017.0,269
G,01,2018.0,356
G,01,2019.0,295
G,01,2020.0,269
G,01,2021.0,182
N,01,2012.0,1
N,01,2013.0,594
N,01,2014.0,1761
N,01,2015.0,1691
N,01,2016.0,1937
N,01,2017.0,1785
N,01,2018.0,2295
N,01,2019.0,2397
N,01,2020.0,2312
N,01,2021.0,1388
A,02,2013.0,18
A,02,2014.0,63
A,02,2015.0,212
A,02,2016.0,289
A,02,2017.0,155
A,02,2018.0,173
A,02,2019.0,163
A,02,2020.0,297
A,02,2021.0,147
B,02,2013.0,102
B,02,2014.0,642
B,02,2015.0,403
B,02,2016.0,587
B,02,2017.0,419
B,02,2018.0,434
B,02,2019.0,586
B,02,2020.0,592
B,02,2021.0,277
C,02,2011.0,1
C,02,2013.0,169
C,02,2014.0,305
C,02,2015.0,574
C,02,2016.0,365
C,02,2017.0,421
C,02,2018.0,429
C,02,2019.0,499
C,02,2020.0,452
C,02,2021.0,259
D,02,2013.0,688
D,02,2014.0,1257
D,02,2015.0,1488
D,02,2016.0,1189
D,02,2017.0,1196
D,02,2018.0,2793
D,02,2019.0,3329
D,02,2020.0,1302
D,02,2021.0,825
E,02,2013.0,808
E,02,2014.0,1416
E,02,2015.0,1654
E,02,2016.0,1287
E,02,2017.0,1364
E,02,2018.0,1696
E,02,2019.0,2457
E,02,2020.0,1531
E,02,2021.0,1072
F,02,2013.0,476
F,02,2014.0,801
F,02,2015.0,878
F,02,2016.0,680
F,02,2017.0,818
F,02,2018.0,719
F,02,2019.0,770
F,02,2020.0,876
F,02,2021.0,499
G,02,2013.0,263
G,02,2014.0,364
G,02,2015.0,355
G,02,2016.0,298
G,02,2017.0,276
G,02,2018.0,288
G,02,2019.0,295
G,02,2020.0,470
G,02,2021.0,194
N,02,2013.0,787
N,02,2014.0,1591
N,02,2015.0,1570
N,02,2016.0,1628
N,02,2017.0,1663
N,02,2018.0,1881
N,02,2019.0,2157
N,02,2020.0,2092
N,02,2021.0,1339
A,03,2012.0,1
A,03,2013.0,146
A,03,2014.0,226
A,03,2015.0,180
A,03,2016.0,317
A,03,2017.0,466
A,03,2018.0,691
A,03,2019.0,486
A,03,2020.0,438
A,03,2021.0,287
B,03,2013.0,54
B,03,2014.0,185
B,03,2015.0,225
B,03,2016.0,319
B,03,2017.0,271
B,03,2018.0,285
B,03,2019.0,291
B,03,2020.0,238
B,03,2021.0,208
C,03,2013.0,147
C,03,2014.0,392
C,03,2015.0,426
C,03,2016.0,590
C,03,2017.0,1437
C,03,2018.0,1013
C,03,2019.0,597
C,03,2020.0,496
C,03,2021.0,432
D,03,2013.0,529
D,03,2014.0,976
D,03,2015.0,951
D,03,2016.0,1020
D,03,2017.0,1926
D,03,2018.0,1411
D,03,2019.0,1281
D,03,2020.0,1205
D,03,2021.0,757
E,03,2007.0,1
E,03,2013.0,680
E,03,2014.0,999
E,03,2015.0,964
E,03,2016.0,891
E,03,2017.0,1136
E,03,2018.0,1170
E,03,2019.0,1137
E,03,2020.0,1105
E,03,2021.0,726
F,03,2013.0,375
F,03,2014.0,601
F,03,2015.0,510
F,03,2016.0,471
F,03,2017.0,532
F,03,2018.0,537
F,03,2019.0,583
F,03,2020.0,495
F,03,2021.0,342
G,03,2012.0,1
G,03,2013.0,189
G,03,2014.0,303
G,03,2015.0,203
G,03,2016.0,197
G,03,2017.0,196
G,03,2018.0,161
G,03,2019.0,187
G,03,2020.0,204
G,03,2021.0,115
N,03,2010.0,1
N,03,2012.0,1
N,03,2013.0,440
N,03,2014.0,979
N,03,2015.0,1322
N,03,2016.0,1488
N,03,2017.0,2020
N,03,2018.0,1867
N,03,2019.0,2312
N,03,2020.0,2232
N,03,2021.0,1639
A,04,2013.0,13
A,04,2014.0,56
A,04,2015.0,165
A,04,2016.0,105
A,04,2017.0,134
A,04,2018.0,108
A,04,2019.0,193
A,04,2020.0,85
A,04,2021.0,92
B,04,2013.0,18
B,04,2014.0,73
B,04,2015.0,188
B,04,2016.0,258
B,04,2017.0,171
B,04,2018.0,205
B,04,2019.0,303
B,04,2020.0,153
B,04,2021.0,64
C,04,2013.0,60
C,04,2014.0,242
C,04,2015.0,446
C,04,2016.0,613
C,04,2017.0,246
C,04,2018.0,226
C,04,2019.0,515
C,04,2020.0,224
C,04,2021.0,170
D,04,2013.0,247
D,04,2014.0,454
D,04,2015.0,774
D,04,2016.0,1519
D,04,2017.0,588
D,04,2018.0,669
D,04,2019.0,778
D,04,2020.0,691
D,04,2021.0,482
E,04,2013.0,299
E,04,2014.0,485
E,04,2015.0,839
E,04,2016.0,1496
E,04,2017.0,830
E,04,2018.0,778
E,04,2019.0,975
E,04,2020.0,843
E,04,2021.0,586
F,04,2013.0,211
F,04,2014.0,363
F,04,2015.0,463
F,04,2016.0,631
F,04,2017.0,501
F,04,2018.0,454
F,04,2019.0,559
F,04,2020.0,584
F,04,2021.0,365
G,04,2013.0,121
G,04,2014.0,207
G,04,2015.0,306
G,04,2016.0,268
G,04,2017.0,198
G,04,2018.0,149
G,04,2019.0,227
G,04,2020.0,259
G,04,2021.0,180
N,04,2011.0,1
N,04,2012.0,1
N,04,2013.0,281
N,04,2014.0,465
N,04,2015.0,2667
N,04,2016.0,1038
N,04,2017.0,639
N,04,2018.0,770
N,04,2019.0,856
N,04,2020.0,937
N,04,2021.0,540
A,05,2013.0,1
A,05,2014.0,10
A,05,2015.0,55
A,05,2016.0,19
A,05,2017.0,31
A,05,2018.0,12
A,05,2019.0,25
A,05,2020.0,26
A,05,2021.0,7
B,05,2013.0,15
B,05,2014.0,83
B,05,2015.0,222
B,05,2016.0,95
B,05,2017.0,213
B,05,2018.0,190
B,05,2019.0,212
B,05,2020.0,221
B,05,2021.0,106
C,05,2013.0,63
C,05,2014.0,138
C,05,2015.0,174
C,05,2016.0,177
C,05,2017.0,298
C,05,2018.0,324
C,05,2019.0,517
C,05,2020.0,427
C,05,2021.0,210
D,05,2010.0,1
D,05,2012.0,1
D,05,2013.0,273
D,05,2014.0,570
D,05,2015.0,616
D,05,2016.0,465
D,05,2017.0,628
D,05,2018.0,634
D,05,2019.0,870
D,05,2020.0,586
D,05,2021.0,431
E,05,2013.0,343
E,05,2014.0,692
E,05,2015.0,766
E,05,2016.0,669
E,05,2017.0,959
E,05,2018.0,1092
E,05,2019.0,1183
E,05,2020.0,847
E,05,2021.0,655
F,05,2013.0,247
F,05,2014.0,564
F,05,2015.0,725
F,05,2016.0,598
F,05,2017.0,866
F,05,2018.0,785
F,05,2019.0,853
F,05,2020.0,665
F,05,2021.0,472
G,05,2013.0,127
G,05,2014.0,141
G,05,2015.0,291
G,05,2016.0,254
G,05,2017.0,299
G,05,2018.0,284
G,05,2019.0,365
G,05,2020.0,302
G,05,2021.0,187
N,05,2013.0,135
N,05,2014.0,233
N,05,2015.0,286
N,05,2016.0,1613
N,05,2017.0,409
N,05,2018.0,612
N,05,2019.0,698
N,05,2020.0,634
N,05,2021.0,400
A,06,2011.0,1
A,06,2013.0,166
A,06,2014.0,1695
A,06,2015.0,1889
A,06,2016.0,1201
A,06,2017.0,1889
A,06,2018.0,1830
A,06,2019.0,1767
A,06,2020.0,1458
A,06,2021.0,1445
B,06,2013.0,356
B,06,2014.0,524
B,06,2015.0,957
B,06,2016.0,994
B,06,2017.0,1133
B,06,2018.0,1642
B,06,2019.0,1771
B,06,2020.0,1631
B,06,2021.0,1449
C,06,2011.0,5
C,06,2012.0,2
C,06,2013.0,2363
C,06,2014.0,4074
C,06,2015.0,4571
C,06,2016.0,5037
C,06,2017.0,5581
C,06,2018.0,6504
C,06,2019.0,6806
C,06,2020.0,6418
C,06,2021.0,4138
D,06,2011.0,1
D,06,2012.0,2
D,06,2013.0,4519
D,06,2014.0,8073
D,06,2015.0,8395
D,06,2016.0,9143
D,06,2017.0,9763
D,06,2018.0,10547
D,06,2019.0,11359
D,06,2020.0,10887
D,06,2021.0,7065
E,06,2003.0,1
E,06,2013.0,2290
E,06,2014.0,4019
E,06,2015.0,3778
E,06,2016.0,3853
E,06,2017.0,3809
E,06,2018.0,3964
E,06,2019.0,4247
E,06,2020.0,4065
E,06,2021.0,2782
E,06,2024.0,1
F,06,2012.0,1
F,06,2013.0,742
F,06,2014.0,1232
F,06,2015.0,1149
F,06,2016.0,1145
F,06,2017.0,1081
F,06,2018.0,1034
F,06,2019.0,1056
F,06,2020.0,1042
F,06,2021.0,630
G,06,2013.0,263
G,06,2014.0,461
G,06,2015.0,436
G,06,2016.0,427
G,06,2017.0,360
G,06,2018.0,356
G,06,2019.0,367
G,06,2020.0,321
G,06,2021.0,209
N,06,2013.0,995
N,06,2014.0,2022
N,06,2015.0,2081
N,06,2016.0,2426
N,06,2017.0,3043
N,06,2018.0,3612
N,06,2019.0,5988
N,06,2020.0,4050
N,06,2021.0,3230
A,07,2013.0,107
A,07,2014.0,277
A,07,2015.0,512
A,07,2016.0,456
A,07,2017.0,556
A,07,2018.0,1253
A,07,2019.0,707
A,07,2020.0,434
A,07,2021.0,315
B,07,2013.0,119
B,07,2014.0,132
B,07,2015.0,226
B,07,2016.0,260
B,07,2017.0,296
B,07,2018.0,342
B,07,2019.0,347
B,07,2020.0,385
B,07,2021.0,167
C,07,2013.0,268
C,07,2014.0,479
C,07,2015.0,474
C,07,2016.0,929
C,07,2017.0,612
C,07,2018.0,616
C,07,2019.0,882
C,07,2020.0,856
C,07,2021.0,658
D,07,2013.0,535
D,07,2014.0,977
D,07,2015.0,925
D,07,2016.0,1628
D,07,2017.0,1063
D,07,2018.0,1109
D,07,2019.0,1266
D,07,2020.0,1488
D,07,2021.0,863
E,07,2013.0,511
E,07,2014.0,844
E,07,2015.0,769
E,07,2016.0,1054
E,07,2017.0,874
E,07,2018.0,994
E,07,2019.0,1104
E,07,2020.0,1059
E,07,2021.0,692
F,07,2013.0,239
F,07,2014.0,411
F,07,2015.0,337
F,07,2016.0,500
F,07,2017.0,382
F,07,2018.0,380
F,07,2019.0,507
F,07,2020.0,409
F,07,2021.0,312
G,07,2013.0,109
G,07,2014.0,197
G,07,2015.0,146
G,07,2016.0,184
G,07,2017.0,173
G,07,2018.0,207
G,07,2019.0,218
G,07,2020.0,184
G,07,2021.0,121
N,07,2013.0,529
N,07,2014.0,1199
N,07,2015.0,1192
N,07,2016.0,1358
N,07,2017.0,1629
N,07,2018.0,1955
N,07,2019.0,2167
N,07,2020.0,2303
N,07,2021.0,1507
A,08,2013.0,14
A,08,2014.0,69
A,08,2015.0,131
A,08,2016.0,142
A,08,2017.0,127
A,08,2018.0,265
A,08,2019.0,147
A,08,2020.0,181
A,08,2021.0,109
B,08,2013.0,28
B,08,2014.0,212
B,08,2015.0,283
B,08,2016.0,319
B,08,2017.0,524
B,08,2018.0,705
B,08,2019.0,335
B,08,2020.0,400
B,08,2021.0,139
C,08,2011.0,3
C,08,2012.0,1
C,08,2013.0,444
C,08,2014.0,607
C,08,2015.0,812
C,08,2016.0,1563
C,08,2017.0,964
C,08,2018.0,1002
C,08,2019.0,1165
C,08,2020.0,475
C,08,2021.0,197
D,08,2013.0,609
D,08,2014.0,1419
D,08,2015.0,1215
D,08,2016.0,1424
D,08,2017.0,1343
D,08,2018.0,1524
D,08,2019.0,889
D,08,2020.0,817
D,08,2021.0,422
E,08,2013.0,366
E,08,2014.0,835
E,08,2015.0,743
E,08,2016.0,893
E,08,2017.0,924
E,08,2018.0,1006
E,08,2019.0,630
E,08,2020.0,565
E,08,2021.0,487
F,08,2013.0,219
F,08,2014.0,328
F,08,2015.0,342
F,08,2016.0,351
F,08,2017.0,310
F,08,2018.0,312
F,08,2019.0,331
F,08,2020.0,253
F,08,2021.0,213
G,08,2013.0,83
G,08,2014.0,132
G,08,2015.0,87
G,08,2016.0,88
G,08,2017.0,133
G,08,2018.0,59
G,08,2019.0,70
G,08,2020.0,81
G,08,2021.0,60
N,08,2010.0,1
N,08,2013.0,316
N,08,2014.0,717
N,08,2015.0,791
N,08,2016.0,907
N,08,2017.0,976
N,08,2018.0,899
N,08,2019.0,1208
N,08,2020.0,1032
N,08,2021.0,923
A,09,2013.0,11
A,09,2014.0,49
A,09,2015.0,131
A,09,2016.0,76
A,09,2017.0,64
A,09,2018.0,33
A,09,2019.0,70
A,09,2020.0,67
A,09,2021.0,26
B,09,2013.0,28
B,09,2014.0,76
B,09,2015.0,121
B,09,2016.0,94
B,09,2017.0,88
B,09,2018.0,53
B,09,2019.0,166
B,09,2020.0,67
B,09,2021.0,111
C,09,2013.0,171
C,09,2014.0,230
C,09,2015.0,274
C,09,2016.0,272
C,09,2017.0,273
C,09,2018.0,277
C,09,2019.0,351
C,09,2020.0,312
C,09,2021.0,266
D,09,2013.0,302
D,09,2014.0,588
D,09,2015.0,515
D,09,2016.0,607
D,09,2017.0,653
D,09,2018.0,668
D,09,2019.0,752
D,09,2020.0,670
D,09,2021.0,479
E,09,2013.0,266
E,09,2014.0,476
E,09,2015.0,403
E,09,2016.0,437
E,09,2017.0,445
E,09,2018.0,545
E,09,2019.0,543
E,09,2020.0,505
E,09,2021.0,322
F,09,2013.0,169
F,09,2014.0,230
F,09,2015.0,212
F,09,2016.0,228
F,09,2017.0,208
F,09,2018.0,233
F,09,2019.0,247
F,09,2020.0,196
F,09,2021.0,147
G,09,2013.0,91
G,09,2014.0,111
G,09,2015.0,92
G,09,2016.0,84
G,09,2017.0,117
G,09,2018.0,129
G,09,2019.0,109
G,09,2020.0,100
G,09,2021.0,62
N,09,2013.0,272
N,09,2014.0,577
N,09,2015.0,718
N,09,2016.0,835
N,09,2017.0,1009
N,09,2018.0,1016
N,09,2019.0,1188
N,09,2020.0,1304
N,09,2021.0,736
A,10,2012.0,1
A,10,2013.0,14
A,10,2014.0,135
A,10,2015.0,97
A,10,2016.0,106
A,10,2017.0,68
A,10,2018.0,61
A,10,2019.0,79
A,10,2020.0,86
A,10,2021.0,90
B,10,2013.0,42
B,10,2014.0,378
B,10,2015.0,944
B,10,2016.0,913
B,10,2017.0,630
B,10,2018.0,537
B,10,2019.0,586
B,10,2020.0,506
B,10,2021.0,251
C,10,2011.0,1
C,10,2013.0,153
C,10,2014.0,330
C,10,2015.0,547
C,10,2016.0,735
C,10,2017.0,1004
C,10,2018.0,518
C,10,2019.0,515
C,10,2020.0,716
C,10,2021.0,473
D,10,2008.0,1
D,10,2013.0,542
D,10,2014.0,965
D,10,2015.0,947
D,10,2016.0,1019
D,10,2017.0,976
D,10,2018.0,1038
D,10,2019.0,1047
D,10,2020.0,1121
D,10,2021.0,747
E,10,2010.0,2
E,10,2011.0,1
E,10,2013.0,661
E,10,2014.0,928
E,10,2015.0,943
E,10,2016.0,960
E,10,2017.0,850
E,10,2018.0,883
E,10,2019.0,1052
E,10,2020.0,1093
E,10,2021.0,691
F,10,2009.0,1
F,10,2013.0,254
F,10,2014.0,436
F,10,2015.0,385
F,10,2016.0,451
F,10,2017.0,418
F,10,2018.0,415
F,10,2019.0,473
F,10,2020.0,529
F,10,2021.0,267
G,10,2013.0,116
G,10,2014.0,184
G,10,2015.0,153
G,10,2016.0,197
G,10,2017.0,167
G,10,2018.0,160
G,10,2019.0,159
G,10,2020.0,137
G,10,2021.0,100
N,10,2010.0,1
N,10,2012.0,1
N,10,2013.0,306
N,10,2014.0,834
N,10,2015.0,825
N,10,2016.0,898
N,10,2017.0,1066
N,10,2018.0,1240
N,10,2019.0,1397
N,10,2020.0,1395
N,10,2021.0,958
A,11,2013.0,217
A,11,2014.0,302
A,11,2015.0,571
A,11,2016.0,821
A,11,2017.0,1009
A,11,2018.0,768
A,11,2019.0,737
A,11,2020.0,794
A,11,2021.0,920
B,11,2012.0,1
B,11,2013.0,138
B,11,2014.0,228
B,11,2015.0,532
B,11,2016.0,577
B,11,2017.0,481
B,11,2018.0,302
B,11,2019.0,482
B,11,2020.0,587
B,11,2021.0,324
C,11,2011.0,1
C,11,2012.0,1
C,11,2013.0,526
C,11,2014.0,824
C,11,2015.0,971
C,11,2016.0,1266
C,11,2017.0,1070
C,11,2018.0,1333
C,11,2019.0,1284
C,11,2020.0,1520
C,11,2021.0,906
D,11,2012.0,2
D,11,2013.0,1007
D,11,2014.0,1567
D,11,2015.0,2012
D,11,2016.0,1483
D,11,2017.0,1719
D,11,2018.0,1965
D,11,2019.0,2247
D,11,2020.0,2399
D,11,2021.0,1543
E,11,1899.0,1
E,11,2013.0,821
E,11,2014.0,761
E,11,2015.0,993
E,11,2016.0,689
E,11,2017.0,909
E,11,2018.0,832
E,11,2019.0,982
E,11,2020.0,950
E,11,2021.0,633
F,11,2013.0,127
F,11,2014.0,246
F,11,2015.0,239
F,11,2016.0,168
F,11,2017.0,239
F,11,2018.0,207
F,11,2019.0,217
F,11,2020.0,215
F,11,2021.0,151
G,11,1899.0,1
G,11,2013.0,31
G,11,2014.0,44
G,11,2015.0,42
G,11,2016.0,27
G,11,2017.0,35
G,11,2018.0,43
G,11,2019.0,38
G,11,2020.0,34
G,11,2021.0,48
N,11,2012.0,3
N,11,2013.0,479
N,11,2014.0,1014
N,11,2015.0,1163
N,11,2016.0,1350
N,11,2017.0,1474
N,11,2018.0,1476
N,11,2019.0,1519
N,11,2020.0,1598
N,11,2021.0,1172
A,12,2013.0,180
A,12,2014.0,375
A,12,2015.0,216
A,12,2016.0,287
A,12,2017.0,218
A,12,2018.0,320
A,12,2019.0,306
A,12,2020.0,292
A,12,2021.0,153
B,12,2013.0,33
B,12,2014.0,208
B,12,2015.0,243
B,12,2016.0,373
B,12,2017.0,432
B,12,2018.0,448
B,12,2019.0,567
B,12,2020.0,468
B,12,2021.0,256
C,12,2013.0,162
C,12,2014.0,381
C,12,2015.0,344
C,12,2016.0,420
C,12,2017.0,334
C,12,2018.0,463
C,12,2019.0,575
C,12,2020.0,582
C,12,2021.0,326
D,12,2013.0,313
D,12,2014.0,824
D,12,2015.0,915
D,12,2016.0,1091
D,12,2017.0,988
D,12,2018.0,1463
D,12,2019.0,1332
D,12,2020.0,1295
D,12,2021.0,762
E,12,2013.0,337
E,12,2014.0,901
E,12,2015.0,843
E,12,2016.0,910
E,12,2017.0,983
E,12,2018.0,1555
E,12,2019.0,1205
E,12,2020.0,1040
E,12,2021.0,702
F,12,2013.0,147
F,12,2014.0,412
F,12,2015.0,372
F,12,2016.0,400
F,12,2017.0,422
F,12,2018.0,552
F,12,2019.0,457
F,12,2020.0,433
F,12,2021.0,250
G,12,2013.0,79
G,12,2014.0,171
G,12,2015.0,168
G,12,2016.0,105
G,12,2017.0,158
G,12,2018.0,175
G,12,2019.0,140
G,12,2020.0,150
G,12,2021.0,83
N,12,2013.0,150
N,12,2014.0,568
N,12,2015.0,1015
N,12,2016.0,1104
N,12,2017.0,1388
N,12,2018.0,1769
N,12,2019.0,1800
N,12,2020.0,1782
N,12,2021.0,1042
A,13,2013.0,1680
A,13,2014.0,4892
A,13,2015.0,6243
A,13,2016.0,5690
A,13,2017.0,7202
A,13,2018.0,6632
A,13,2019.0,8419
A,13,2020.0,6957
A,13,2021.0,4219
B,13,2013.0,508
B,13,2014.0,1330
B,13,2015.0,2014
B,13,2016.0,3033
B,13,2017.0,3569
B,13,2018.0,4290
B,13,2019.0,5801
B,13,2020.0,5386
B,13,2021.0,4121
C,13,2011.0,1
C,13,2013.0,2676
C,13,2014.0,6469
C,13,2015.0,6327
C,13,2016.0,6649
C,13,2017.0,7978
C,13,2018.0,10418
C,13,2019.0,16073
C,13,2020.0,12422
C,13,2021.0,6134
D,13,2001.0,1
D,13,2011.0,1
D,13,2012.0,5
D,13,2013.0,4643
D,13,2014.0,9075
D,13,2015.0,9331
D,13,2016.0,10264
D,13,2017.0,10189
D,13,2018.0,10007
D,13,2019.0,13220
D,13,2020.0,11450
D,13,2021.0,6879
D,13,2027.0,1
E,13,2011.0,2
E,13,2012.0,1
E,13,2013.0,2426
E,13,2014.0,5109
E,13,2015.0,4065
E,13,2016.0,3893
E,13,2017.0,3876
E,13,2018.0,3849
E,13,2019.0,4439
E,13,2020.0,3668
E,13,2021.0,2542
F,13,2013.0,808
F,13,2014.0,1389
F,13,2015.0,1217
F,13,2016.0,986
F,13,2017.0,944
F,13,2018.0,1055
F,13,2019.0,1080
F,13,2020.0,913
F,13,2021.0,667
G,13,2010.0,1
G,13,2013.0,186
G,13,2014.0,329
G,13,2015.0,297
G,13,2016.0,255
G,13,2017.0,232
G,13,2018.0,199
G,13,2019.0,228
G,13,2020.0,228
G,13,2021.0,130
N,13,2009.0,1
N,13,2011.0,2
N,13,2013.0,1608
N,13,2014.0,3865
N,13,2015.0,5280
N,13,2016.0,7208
N,13,2017.0,8015
N,13,2018.0,8456
N,13,2019.0,25961
N,13,2020.0,8710
N,13,2021.0,6088
N,13,2201.0,1
A,14,2012.0,11
A,14,2013.0,139
A,14,2014.0,394
A,14,2015.0,467
A,14,2016.0,706
A,14,2017.0,984
A,14,2018.0,1063
A,14,2019.0,832
A,14,2020.0,921
A,14,2021.0,624
B,14,2012.0,30
B,14,2013.0,569
B,14,2014.0,1760
B,14,2015.0,2567
B,14,2016.0,2168
B,14,2017.0,2584
B,14,2018.0,2366
B,14,2019.0,2690
B,14,2020.0,2804
B,14,2021.0,1863
C,14,2013.0,457
C,14,2014.0,1556
C,14,2015.0,1793
C,14,2016.0,2261
C,14,2017.0,2816
C,14,2018.0,2766
C,14,2019.0,1525
C,14,2020.0,2424
C,14,2021.0,1691
D,14,2012.0,2
D,14,2013.0,1358
D,14,2014.0,3176
D,14,2015.0,2959
D,14,2016.0,3926
D,14,2017.0,4143
D,14,2018.0,4887
D,14,2019.0,3778
D,14,2020.0,3630
D,14,2021.0,2262
E,14,2011.0,3
E,14,2013.0,1699
E,14,2014.0,3198
E,14,2015.0,3241
E,14,2016.0,3749
E,14,2017.0,4210
E,14,2018.0,4324
E,14,2019.0,4162
E,14,2020.0,3921
E,14,2021.0,2614
E,14,2022.0,1
F,14,2013.0,898
F,14,2014.0,1501
F,14,2015.0,1286
F,14,2016.0,1634
F,14,2017.0,1813
F,14,2018.0,1715
F,14,2019.0,1689
F,14,2020.0,1479
F,14,2021.0,1186
F,14,2022.0,1
G,14,2013.0,336
G,14,2014.0,560
G,14,2015.0,528
G,14,2016.0,443
G,14,2017.0,496
G,14,2018.0,504
G,14,2019.0,448
G,14,2020.0,458
G,14,2021.0,290
N,14,2008.0,1
N,14,2013.0,716
N,14,2014.0,1502
N,14,2015.0,1882
N,14,2016.0,2565
N,14,2017.0,2479
N,14,2018.0,4775
N,14,2019.0,6027
N,14,2020.0,3866
N,14,2021.0,2049
A,15,2013.0,56
A,15,2014.0,97
A,15,2015.0,8
A,15,2016.0,11
A,15,2017.0,21
A,15,2018.0,14
A,15,2019.0,13
A,15,2020.0,21
A,15,2021.0,15
B,15,2013.0,90
B,15,2014.0,70
B,15,2015.0,179
B,15,2016.0,183
B,15,2017.0,300
B,15,2018.0,242
B,15,2019.0,163
B,15,2020.0,191
B,15,2021.0,95
C,15,2012.0,1
C,15,2013.0,53
C,15,2014.0,139
C,15,2015.0,156
C,15,2016.0,160
C,15,2017.0,128
C,15,2018.0,183
C,15,2019.0,97
C,15,2020.0,129
C,15,2021.0,86
D,15,2008.0,1
D,15,2011.0,2
D,15,2012.0,1
D,15,2013.0,125
D,15,2014.0,296
D,15,2015.0,320
D,15,2016.0,374
D,15,2017.0,284
D,15,2018.0,640
D,15,2019.0,688
D,15,2020.0,339
D,15,2021.0,254
E,15,2013.0,186
E,15,2014.0,391
E,15,2015.0,378
E,15,2016.0,436
E,15,2017.0,368
E,15,2018.0,466
E,15,2019.0,643
E,15,2020.0,449
E,15,2021.0,303
F,15,2011.0,1
F,15,2013.0,126
F,15,2014.0,293
F,15,2015.0,324
F,15,2016.0,292
F,15,2017.0,298
F,15,2018.0,329
F,15,2019.0,393
F,15,2020.0,279
F,15,2021.0,199
G,15,2007.0,1
G,15,2011.0,1
G,15,2013.0,65
G,15,2014.0,162
G,15,2015.0,130
G,15,2016.0,129
G,15,2017.0,160
G,15,2018.0,131
G,15,2019.0,113
G,15,2020.0,153
G,15,2021.0,101
N,15,2007.0,6
N,15,2013.0,106
N,15,2014.0,353
N,15,2015.0,590
N,15,2016.0,671
N,15,2017.0,677
N,15,2018.0,782
N,15,2019.0,1132
N,15,2020.0,836
N,15,2021.0,587
A,16,2013.0,46
A,16,2014.0,330
A,16,2015.0,460
A,16,2016.0,515
A,16,2017.0,554
A,16,2018.0,674
A,16,2019.0,678
A,16,2020.0,485
A,16,2021.0,336
B,16,2000.0,2
B,16,2013.0,81
B,16,2014.0,250
B,16,2015.0,222
B,16,2016.0,203
B,16,2017.0,245
B,16,2018.0,209
B,16,2019.0,220
B,16,2020.0,544
B,16,2021.0,229
C,16,2013.0,320
C,16,2014.0,609
C,16,2015.0,619
C,16,2016.0,684
C,16,2017.0,606
C,16,2018.0,852
C,16,2019.0,992
C,16,2020.0,975
C,16,2021.0,661
D,16,2010.0,1
D,16,2012.0,1
D,16,2013.0,950
D,16,2014.0,1438
D,16,2015.0,1295
D,16,2016.0,1372
D,16,2017.0,1400
D,16,2018.0,1676
D,16,2019.0,2077
D,16,2020.0,1641
D,16,2021.0,1030
E,16,2013.0,554
E,16,2014.0,955
E,16,2015.0,860
E,16,2016.0,915
E,16,2017.0,928
E,16,2018.0,884
E,16,2019.0,949
E,16,2020.0,817
E,16,2021.0,586
F,16,2013.0,185
F,16,2014.0,280
F,16,2015.0,270
F,16,2016.0,255
F,16,2017.0,256
F,16,2018.0,237
F,16,2019.0,227
F,16,2020.0,235
F,16,2021.0,171
G,16,2013.0,43
G,16,2014.0,65
G,16,2015.0,69
G,16,2016.0,71
G,16,2017.0,51
G,16,2018.0,49
G,16,2019.0,38
G,16,2020.0,41
G,16,2021.0,28
N,16,2011.0,1
N,16,2012.0,1
N,16,2013.0,708
N,16,2014.0,1235
N,16,2015.0,1279
N,16,2016.0,1402
N,16,2017.0,1519
N,16,2018.0,1789
N,16,2019.0,1982
N,16,2020.0,2006
N,16,2021.0,1316
A,17,2012.0,10
A,17,2013.0,451
A,17,2014.0,804
A,17,2015.0,1087
A,17,2016.0,1643
A,17,2017.0,1655
A,17,2018.0,2017
A,17,2019.0,2101
A,17,2020.0,2108
A,17,2021.0,1361
B,17,1899.0,3
B,17,2013.0,108
B,17,2014.0,452
